symbol,exchange,organ_name,en_organ_name,type,id,short_name,sector1_vn,sector2_vn,sector3_vn,sector1_en,sector2_en,sector3_en,listing_shares,source,vietstock_profile_url,vietstock_financial_url
HVX,HOSE,CTCP Xi măng VICEM Hải Vân,Vicem Hai Van Cement Joint Stock Company,STOCK,595.0,Xi măng VICEM Hải Vân,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,38525250,EXPANDED,https://finance.vietstock.vn/HVX/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HVX/tai-chinh.htm?tab=BCTT
PWS,UPCOM,CTCP Cấp thoát nước Phú Yên,Phu Yen Water Supply And Sewerage Joint Stock Company,STOCK,596.0,Cấp thoát nước Phú Yên,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,38363579,EXPANDED,https://finance.vietstock.vn/PWS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PWS/tai-chinh.htm?tab=BCTT
ILB,HOSE,CTCP ICD Tân Cảng - Long Bình,ICD Tan Cang ? Long Binh JSC,STOCK,597.0,ICD Tân Cảng - Long Bình,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ và thiết bị thương mại,Industrials,Comm. & Prof. Services,Commercial Services & Supplies,38199492,EXPANDED,https://finance.vietstock.vn/ILB/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/ILB/tai-chinh.htm?tab=BCTT
VHD,UPCOM,CTCP Đầu tư Phát triển Nhà và Đô Thị VINAHUD,VINAHUD Urban And Housing Development Invesment Joint Stock Company,STOCK,598.0,Đầu tư Phát triển Nhà và Đô Thị VINAHUD,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,38000000,EXPANDED,https://finance.vietstock.vn/VHD/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VHD/tai-chinh.htm?tab=BCTT
BCF,HNX,CTCP Thực phẩm Bích Chi,Bich Chi Food JSC,STOCK,599.0,Thực phẩm Bích Chi,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,37964770,EXPANDED,https://finance.vietstock.vn/BCF/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/BCF/tai-chinh.htm?tab=BCTT
VAF,HOSE,CTCP Phân lân Nung chảy Văn Điển,Van Dien Fused Magnesium Phosphate Fertilizer JSC,STOCK,600.0,Phân lân Nung chảy Văn Điển,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,37665348,EXPANDED,https://finance.vietstock.vn/VAF/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VAF/tai-chinh.htm?tab=BCTT
BNW,UPCOM,CTCP Nước sạch Bắc Ninh,Bac Ninh Clean Water Joint Stock Company,STOCK,601.0,Nước sạch Bắc Ninh,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,37549391,EXPANDED,https://finance.vietstock.vn/BNW/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/BNW/tai-chinh.htm?tab=BCTT
NAW,UPCOM,CTCP Cấp nước Nghệ An,Nghe An Water Supply Joint Stock Company,STOCK,602.0,Cấp nước Nghệ An,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,37385983,EXPANDED,https://finance.vietstock.vn/NAW/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NAW/tai-chinh.htm?tab=BCTT
TTH,HNX,CTCP Thương mại và Dịch vụ Tiến Thành,Tien Thanh Service and Trading Joint Stock Company,STOCK,603.0,Thương mại và Dịch vụ Tiến Thành,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,37374846,EXPANDED,https://finance.vietstock.vn/TTH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TTH/tai-chinh.htm?tab=BCTT
PV2,HNX,CTCP Đầu tư PV2,PV2 Investment JSC,STOCK,604.0,Đầu tư PV2,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Financials,Financial Services,Financial Services,37350000,EXPANDED,https://finance.vietstock.vn/PV2/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PV2/tai-chinh.htm?tab=BCTT
TMT,HOSE,CTCP Ô tô TMT,TMT Motors Corporation,STOCK,605.0,Ô tô TMT,Tiêu dùng không thiết yếu,Xe và linh kiện,Xe,Consumer Discretionary,Automobiles & Components,Automobiles,37287680,EXPANDED,https://finance.vietstock.vn/TMT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TMT/tai-chinh.htm?tab=BCTT
NBC,HNX,CTCP Than Núi Béo - Vinacomin,Vinacomin - Nui Beo Coal JSC,STOCK,606.0,Than Núi Béo - Vinacomin,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",36999124,EXPANDED,https://finance.vietstock.vn/NBC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NBC/tai-chinh.htm?tab=BCTT
HCD,HOSE,CTCP Đầu tư Sản xuất và Thương mại HCD,HCD Investment Producing and Trading Joint Stock Company,STOCK,607.0,Đầu tư Sản xuất và Thương mại HCD,Công nghiệp,Hàng hóa công nghiệp,Sản phẩm xây dựng,Industrials,Capital Goods,Building Products,36958816,EXPANDED,https://finance.vietstock.vn/HCD/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HCD/tai-chinh.htm?tab=BCTT
TTN,UPCOM,CTCP Công nghệ & Truyền thông Việt Nam,Viet Nam Technology & Telecommunication JSC,STOCK,608.0,Công nghệ & Truyền thông Việt Nam,Dịch vụ truyền thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa dạng,Communication Services,Telecommunication,Diversified Telecommunication Services,36727500,EXPANDED,https://finance.vietstock.vn/TTN/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TTN/tai-chinh.htm?tab=BCTT
CVT,HOSE,CTCP CMC,CMC Joint Stock Company,STOCK,609.0,CMC,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,36690887,EXPANDED,https://finance.vietstock.vn/CVT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/CVT/tai-chinh.htm?tab=BCTT
EIC,UPCOM,CTCP EVN Quốc tế,EVN International Joint Stock Company,STOCK,610.0,EVN Quốc tế,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,Industrials,Comm. & Prof. Services,Professional Services,36677145,EXPANDED,https://finance.vietstock.vn/EIC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/EIC/tai-chinh.htm?tab=BCTT
CPI,UPCOM,CTCP Đầu tư Cảng Cái Lân,Cailan Port Investment Joint Stock Company,STOCK,611.0,Đầu tư Cảng Cái Lân,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,36505000,EXPANDED,https://finance.vietstock.vn/CPI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/CPI/tai-chinh.htm?tab=BCTT
KTC,UPCOM,CTCP Thương mại Kiên Giang,Kien Giang Trade and Tourism Company Limited,STOCK,612.0,Thương mại Kiên Giang,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,36473833,EXPANDED,https://finance.vietstock.vn/KTC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/KTC/tai-chinh.htm?tab=BCTT
C47,HOSE,CTCP Xây dựng 47,Construction Joint Stock Company 47,STOCK,613.0,Xây dựng 47,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,36342269,EXPANDED,https://finance.vietstock.vn/C47/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/C47/tai-chinh.htm?tab=BCTT
HTG,HOSE,Tổng Công ty cổ phần Dệt may Hòa Thọ,Hoa Tho Textile & Garment Joint Stock Corporation,STOCK,614.0,Dệt may Hòa Thọ,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",36002708,EXPANDED,https://finance.vietstock.vn/HTG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HTG/tai-chinh.htm?tab=BCTT
ILS,UPCOM,CTCP Đầu tư Thương mại và Dịch vụ Quốc tế,International Investment Trade and Service Group Company,STOCK,615.0,Đầu tư Thương mại và Dịch vụ Quốc tế,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,36000000,EXPANDED,https://finance.vietstock.vn/ILS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/ILS/tai-chinh.htm?tab=BCTT
DHD,UPCOM,CTCP Dược Vật tư Y tế Hải Dương,Hai Duong Pharmaceutical Medical Material JSC,STOCK,616.0,Dược Vật tư Y tế Hải Dương,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,35995929,EXPANDED,https://finance.vietstock.vn/DHD/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/DHD/tai-chinh.htm?tab=BCTT
VGV,UPCOM,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,VietNam National Construction Consultants Corporation - JSC,STOCK,617.0,Tư vấn Xây dựng Việt Nam - CTCP,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,Industrials,Comm. & Prof. Services,Professional Services,35774448,EXPANDED,https://finance.vietstock.vn/VGV/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VGV/tai-chinh.htm?tab=BCTT
SRF,HOSE,CTCP SEAREFICO,SEAREFICO CORPORATION,STOCK,618.0,SEAREFICO,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,35566780,EXPANDED,https://finance.vietstock.vn/SRF/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SRF/tai-chinh.htm?tab=BCTT
UXC,UPCOM,CTCP Chế biến Thủy sản Út Xi,Ut Xi Aquatic Products Processing Corporation,STOCK,619.0,Chế biến Thủy sản Út Xi,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,35400000,EXPANDED,https://finance.vietstock.vn/UXC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/UXC/tai-chinh.htm?tab=BCTT
CNG,HOSE,CTCP CNG Việt Nam,CNG Viet Nam Joint Stock Company,STOCK,620.0,CNG Việt Nam,Tiện ích,Tiện ích,Gas sinh hoạt,Utilities,Utilities,Gas Utilities,35099625,EXPANDED,https://finance.vietstock.vn/CNG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/CNG/tai-chinh.htm?tab=BCTT
PSG,UPCOM,CTCP Đầu Tư và Xây lắp Dầu khí Sài Gòn,Petroleum Saigon Constrution And Investment JSC,STOCK,621.0,Đầu Tư và Xây lắp Dầu khí Sài Gòn,Bất động sản,Bất động sản,Bất động sản đa dạng,Real Estate,Real Estate,Diversified Real Estate Activities,35000000,EXPANDED,https://finance.vietstock.vn/PSG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PSG/tai-chinh.htm?tab=BCTT
UDC,UPCOM,CTCP Đầu tư Xây dựng UDCons,UDCons Construction Investment Corporation,STOCK,622.0,Đầu tư Xây dựng UDCons,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,35000000,EXPANDED,https://finance.vietstock.vn/UDC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/UDC/tai-chinh.htm?tab=BCTT
HHG,UPCOM,CTCP Hoàng Hà,Hoang Ha Joint Stock Company,STOCK,623.0,Hoàng Hà,Công nghiệp,Vận tải,Vận tải mặt đất,Industrials,Transportation,Ground Transportation,34896354,EXPANDED,https://finance.vietstock.vn/HHG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HHG/tai-chinh.htm?tab=BCTT
SD6,UPCOM,CTCP Sông Đà 6,Song Da 6 JSC,STOCK,624.0,Sông Đà 6,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,34771611,EXPANDED,https://finance.vietstock.vn/SD6/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SD6/tai-chinh.htm?tab=BCTT
DMC,HOSE,CTCP Xuất nhập khẩu Y Tế Domesco,Domesco Medical Import Export Joint Stock Corporation,STOCK,625.0,Xuất nhập khẩu Y Tế Domesco,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,34727465,EXPANDED,https://finance.vietstock.vn/DMC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/DMC/tai-chinh.htm?tab=BCTT
HLA,UPCOM,CTCP Hữu Liên Á Châu,Huu Lien Asia Corporation,STOCK,626.0,Hữu Liên Á Châu,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,34459293,EXPANDED,https://finance.vietstock.vn/HLA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HLA/tai-chinh.htm?tab=BCTT
DQC,HOSE,CTCP Tập đoàn Điện Quang,Dien Quang Group Joint Stock Company,STOCK,627.0,Điện Quang,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,Industrials,Capital Goods,Electrical Equipment,34359416,EXPANDED,https://finance.vietstock.vn/DQC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/DQC/tai-chinh.htm?tab=BCTT
NDW,UPCOM,CTCP Cấp nước Nam Định,Nam Dinh Water Supply Joint Stock Company,STOCK,628.0,Cấp nước Nam Định,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,34311748,EXPANDED,https://finance.vietstock.vn/NDW/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NDW/tai-chinh.htm?tab=BCTT
SD9,HNX,CTCP Sông Đà 9,Song Da No 9 Joint Stock Company,STOCK,629.0,Sông Đà 9,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,34234000,EXPANDED,https://finance.vietstock.vn/SD9/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SD9/tai-chinh.htm?tab=BCTT
CLL,HOSE,CTCP Cảng Cát Lái,Cat Lai Port Joint Stock Company,STOCK,630.0,Cảng Cát Lái,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,34000000,EXPANDED,https://finance.vietstock.vn/CLL/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/CLL/tai-chinh.htm?tab=BCTT
VFC,UPCOM,CTCP Vinafco,Vinafco Joint Stock Corporation,STOCK,631.0,Vinafco,Công nghiệp,Vận tải,Vận tải biển,Industrials,Transportation,Marine Transportation,34000000,EXPANDED,https://finance.vietstock.vn/VFC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VFC/tai-chinh.htm?tab=BCTT
VNA,UPCOM,CTCP Vận tải Biển Vinaship,Vinaship Joint Stock Company,STOCK,632.0,Vận tải Biển Vinaship,Công nghiệp,Vận tải,Vận tải biển,Industrials,Transportation,Marine Transportation,33999960,EXPANDED,https://finance.vietstock.vn/VNA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VNA/tai-chinh.htm?tab=BCTT
VUA,UPCOM,CTCP Chứng khoán Stanley Brothers,Stanley Brothers Securities Incorporation,STOCK,633.0,Chứng khoán Stanley Brothers,Tài chính,Dịch vụ tài chính,Thị trường vốn,Financials,Financial Services,Capital Markets,33900000,EXPANDED,https://finance.vietstock.vn/VUA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VUA/tai-chinh.htm?tab=BCTT
SGN,HOSE,CTCP Phục vụ Mặt đất Sài Gòn,Saigon Ground Services JSC,STOCK,634.0,Phục vụ Mặt đất Sài Gòn,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,33581691,EXPANDED,https://finance.vietstock.vn/SGN/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SGN/tai-chinh.htm?tab=BCTT
SHA,HOSE,CTCP Sơn Hà Sài Gòn,Son Ha Sai Gon Joint Stock Company,STOCK,635.0,Sơn Hà Sài Gòn,Công nghiệp,Hàng hóa công nghiệp,Máy móc công nghiệp,Industrials,Capital Goods,Machinery,33446675,EXPANDED,https://finance.vietstock.vn/SHA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SHA/tai-chinh.htm?tab=BCTT
PIC,HNX,CTCP Đầu tư Điện lực 3,PC3 - Investment Joint Stock Company,STOCK,636.0,Đầu tư Điện lực 3,Tiện ích,Tiện ích,Điện,Utilities,Utilities,Electric Utilities,33339891,EXPANDED,https://finance.vietstock.vn/PIC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PIC/tai-chinh.htm?tab=BCTT
GMC,UPCOM,CTCP Garmex Sài Gòn,Garmex Saigon Corporation,STOCK,637.0,Garmex Sài Gòn,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",33000259,EXPANDED,https://finance.vietstock.vn/GMC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GMC/tai-chinh.htm?tab=BCTT
HBS,HNX,CTCP Chứng khoán Hòa Bình,Hoa Binh Securities JSC,STOCK,638.0,Chứng khoán Hòa Bình,Tài chính,Dịch vụ tài chính,Thị trường vốn,Financials,Financial Services,Capital Markets,32999980,EXPANDED,https://finance.vietstock.vn/HBS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HBS/tai-chinh.htm?tab=BCTT
THN,UPCOM,CTCP Cấp nước Thanh Hóa,Thanh Hoa Water Supply JSC,STOCK,639.0,Cấp nước Thanh Hóa,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,32995411,EXPANDED,https://finance.vietstock.vn/THN/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/THN/tai-chinh.htm?tab=BCTT
BT6,UPCOM,CTCP Beton 6,Beton 6 Corporation,STOCK,640.0,Beton 6,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,32993550,EXPANDED,https://finance.vietstock.vn/BT6/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/BT6/tai-chinh.htm?tab=BCTT
APF,UPCOM,CTCP Nông sản Thực phẩm Quảng Ngãi,Quang Ngai Agricultural Products and Foodstuff JSC,STOCK,641.0,Nông sản Thực phẩm Quảng Ngãi,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,32747339,EXPANDED,https://finance.vietstock.vn/APF/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/APF/tai-chinh.htm?tab=BCTT
TBD,UPCOM,Tổng Công ty Thiết bị Điện Đông Anh - CTCP,Dong Anh Electrical Equiment Corporation - Joint Stock Company,STOCK,642.0,Thiết bị Điện Đông Anh - CTCP,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,Industrials,Capital Goods,Electrical Equipment,32486392,EXPANDED,https://finance.vietstock.vn/TBD/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TBD/tai-chinh.htm?tab=BCTT
DTP,UPCOM,CTCP Dược phẩm CPC1 Hà Nội,Ha Noi CPC1 Pharmaceutical Joint Stock Company,STOCK,643.0,Dược phẩm CPC1 Hà Nội,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,32458084,EXPANDED,https://finance.vietstock.vn/DTP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/DTP/tai-chinh.htm?tab=BCTT
CMP,UPCOM,CTCP Cảng Chân Mây,Chanmay Port Joint Stock Company,STOCK,644.0,Cảng Chân Mây,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,32405415,EXPANDED,https://finance.vietstock.vn/CMP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/CMP/tai-chinh.htm?tab=BCTT
PTC,HOSE,CTCP Đầu Tư Icapital,Icapital Investment Joint Stock Company,STOCK,645.0,Đầu Tư Icapital,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,32307324,EXPANDED,https://finance.vietstock.vn/PTC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PTC/tai-chinh.htm?tab=BCTT
ICT,HOSE,CTCP Viễn thông - Tin học Bưu điện,Joint Stock Company For Telecom & Informatics,STOCK,646.0,Viễn thông - Tin học Bưu điện,Dịch vụ truyền thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa dạng,Communication Services,Telecommunication,Diversified Telecommunication Services,32185000,EXPANDED,https://finance.vietstock.vn/ICT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/ICT/tai-chinh.htm?tab=BCTT
GCF,UPCOM,CTCP Thực phẩm G.C,G.C Food Joint Stock Company,STOCK,647.0,Thực phẩm G.C,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,32179999,EXPANDED,https://finance.vietstock.vn/GCF/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GCF/tai-chinh.htm?tab=BCTT
RCC,UPCOM,CTCP Tổng Công ty Công trình Đường sắt,Railway Construction Corporation Joint Stock Company,STOCK,648.0,Công trình Đường sắt,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,32064749,EXPANDED,https://finance.vietstock.vn/RCC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/RCC/tai-chinh.htm?tab=BCTT
PTM,UPCOM,CTCP Sản xuất Thương mại và Dịch vụ Ô tô PTM,"PTM Automobile Service, Trading And Manufacturing Joint Stock Company",STOCK,649.0,Sản xuất Thương mại và Dịch vụ Ô tô PTM,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,32000000,EXPANDED,https://finance.vietstock.vn/PTM/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PTM/tai-chinh.htm?tab=BCTT
